,movieId,Title,Year,Rated,Genre,imdbRating,imdbVotes,Language,Country,Plot,Runtime
473,499,Lone Star,1996,R,"Drama, Mystery, Western",7.4,32855,"English, Spanish",United States,"When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",135 min
474,500,Harriet the Spy,1996,PG,"Comedy, Drama, Family",6,11116,English,United States,"Harriet M. Welsch is a spy. But when her friends find her secret notebook, the tables are turned on her. Can she win them back and still keep on going with the spy business?",100 min
475,501,Phenomenon,1996,PG,"Drama, Fantasy, Romance",6.4,84873,"English, Spanish, Portuguese",United States,"An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",123 min
476,502,She's the One,1996,R,"Comedy, Drama, Romance",6,18656,English,United States,"The love lives of two brothers, Mickey and Francis, interconnect as Francis cheats on his wife with Mickey's ex-girlfriend, while Mickey impulsively marries a stranger.",96 min
477,503,A Time to Kill,1996,R,"Crime, Drama, Thriller",7.5,185564,English,United States,"In Canton, Mississippi, young lawyer Jake Brigance and his aide Harry Vonner defend black Carl Lee Hailey accused of killing two white men who raped his ten-year-old daughter Tonya, inciting violent retribution.",149 min
478,504,Fled,1996,R,"Action, Adventure, Crime",5.4,9926,"English, Spanish",United States,Two prisoners chained together flee during an escape attempt gone bad.,98 min
479,505,Kazaam,1996,PG,"Comedy, Family, Fantasy",3.1,25857,English,United States,"A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.",93 min
480,506,Larger Than Life,1996,PG,"Comedy, Family",5.6,7913,English,United States,A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant.,93 min
481,507,A Very Brady Sequel,1996,PG-13,Comedy,5.9,11956,English,United States,"The Bradys are surprised when a man claiming to be Carol's long lost first husband shows up at their home. Before long, his strange actions cause them to question his motives.",90 min
482,508,The Adventures of Pinocchio,1996,G,"Adventure, Drama, Family",5.2,6354,English,"United States, Germany, United Kingdom, Czech Republic, France","One of puppet-maker Geppetto's creations comes magically to life. This puppet named Pinocchio has one major desire, to become a real boy someday, but he has to learn to act responsibly.",96 min
483,509,Joe's Apartment,1996,PG-13,"Comedy, Fantasy, Musical",5.5,14670,"English, Spanish",United States,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thoUnited Statesnd singing, dancing cockroaches.",80 min
484,510,The First Wives Club,1996,PG,Comedy,6.4,55342,"English, Italian, French",United States,"Reunited by the death of a college friend, three divorced women seek revenge on the husbands who left them for younger women.",103 min
485,511,Ransom,1996,R,"Action, Crime, Thriller",6.7,137208,English,United States,"Multi-millionaire Tom Mullen's son is kidnapped, but after initially agreeing to pay the ransom Mullen then decides to use the ransom money as a bounty.",121 min
486,512,High School High,1996,PG-13,"Comedy, Crime, Romance",5.6,14322,English,United States,"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.",86 min
487,513,Foxfire,1996,R,"Drama, Romance",6.1,9846,English,United States,"Legs Sadovsky gets four other high school girls to think for themselves and react to a teacher's sexual harassment, which gets them suspended. They bond, and rebel, at an abandoned house.",102 min
488,514,Chain Reaction,1996,PG-13,"Action, Drama, Sci-Fi",5.6,57043,"English, Chinese",United States,Two researchers in a green alternative energy project are put on the run when they are framed for murder and treason.,107 min
489,515,Matilda,1996,PG,"Comedy, Family, Fantasy",7,178465,English,United States,A girl gifted with a keen intellect and psychic powers uses both to get even with her callous family and free her kindly schoolteacher from the tyrannical grip of a sadistic headmistress.,98 min
490,516,Emma,1996,PG,"Comedy, Drama, Romance",6.6,42100,English,"United Kingdom, United States","While matchmaking for friends and neighbours, a young 19th Century Englishwoman nearly misses her own chance at love.",120 min
491,517,The Crow: City of Angels,1996,R,"Action, Crime, Fantasy",4.6,22012,English,United States,The spirit of the Crow resurrects another man seeking revenge for the murder of his son.,84 min
492,518,House Arrest,1996,PG,"Comedy, Family",5.8,9344,English,United States,"Desperate to keep their various parents from getting divorced, a group of teenagers kidnaps them and holds them prisoner in a basement to force them to reconcile.",108 min
493,520,The Spitfire Grill,1996,PG-13,Drama,7,7239,English,United States,"Oscar-winner Ellen Burstyn (The Exorcist) headlines this critically praised drama about a young woman, just out of prison, who finds spiritual redemption working at a cafe in Maine.",117 min
494,521,Escape from L.A.,1996,R,"Action, Adventure, Sci-Fi",5.7,81534,"English, Spanish",United States,"Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.",101 min
495,522,Basquiat,1996,R,"Biography, Drama",6.9,22318,"English, Spanish",United States,"The brief life of Jean Michel Basquiat, a world renowned New York street artist struggling with fame, drugs and his identity.",107 min
496,523,Tin Cup,1996,R,"Comedy, Drama, Romance",6.4,53876,English,United States,A washed-up golf pro working at a driving range tries to qualify for the U.S. Open in order to win the heart of his successful rival's girlfriend.,135 min
497,524,The Godfather,1972,R,"Crime, Drama",9.2,2048917,"English, Italian, Latin",United States,The aging patriarch of an organized crime dynasty transfers control of his clandestine empire to his reluctant son.,175 min
498,525,Supercop,1992,R,"Action, Comedy, Crime",7,24639,"Cantonese, English, Mandarin, Malay, Thai",Hong Kong,A Hong Kong detective teams up with his female Red Chinese counterpart to stop a Chinese drug czar.,91 min
499,526,Bound,1996,R,"Crime, Thriller",7.3,62272,"English, Italian",United States,Tough ex-con Corky and her lover Violet concoct a scheme to steal millions of stashed mob money and pin the blame on Violet's crooked boyfriend Caesar.,109 min
500,527,Kansas City,1996,R,"Crime, Drama, Music",6.3,5519,English,"France, United States",A pair of kidnappings expose the complex power dynamics within the corrupt and unpredictable workings of 1930s Kansas City.,116 min
501,528,The Relic,1997,R,"Horror, Mystery, Sci-Fi",5.8,30577,English,"United Kingdom, Germany, Japan, United States","A homicide detective and an anthropologist try to destroy a South American lizard-like god, who's on a people eating rampage in a Chicago museum.",110 min
502,529,The Island of Dr. Moreau,1996,PG-13,"Horror, Sci-Fi, Thriller",4.6,35832,"English, Indonesian",United States,"After being rescued and brought to an island, a man discovers that its inhabitants are experimental animals being turned into strange-looking humans, all of it the work of a visionary doctor.",96 min
503,530,First Kid,1996,PG,"Comedy, Family",5.2,11664,English,United States,"A former boxer turned Secret Service agent is assigned to protect the President's son, who seems determined to make life difficult for his new protector.",101 min
504,531,Bulletproof,1996,R,"Action, Comedy, Crime",5.8,40479,English,United States,"Two criminals, Keats and Moses, end their friendship, when Keats turns out to be an undercover cop. Many years later, the two are forced to work together when Keats is assigned to protect Moses as a witness.",84 min
505,532,The Land Before Time III: The Time of the Great Giving,1995,G,"Animation, Adventure, Family, Musical",5.7,5712,English,United States,"When a sudden shortage of water threatens all life in the great valley, The gang of young dinosaur must cooperate with a group of bullies to make a risky journey outside the valley and find the cause.",71 min
506,533,Halloween: The Curse of Michael Myers,1995,R,"Horror, Thriller",4.7,42703,English,United States,"Six years after Michael Myers last terrorized Haddonfield, he returns there in pursuit of his niece, Jamie Lloyd, who has escaped with her newborn child, for which Michael and a mysterious cult have sinister plans.",87 min
507,534,Twelfth Night,1996,PG,"Comedy, Drama, Romance",7.1,6500,English,"Ireland, United Kingdom","Shakespeare's comedy of gender confusion, in which a girl disguises herself as a man to be near the count she adores, only to be pursued by the woman he loves.",134 min
508,535,Mother Night,1996,R,"Drama, Romance, War",7.1,5636,"English, German, Yiddish",United States,"An American spy behind the lines during WWII serves as a Nazi propagandist, a role he cannot escape in his future life as he can never reveal his real role in the war.",114 min
509,536,The Philadelphia Story,1940,Approved,"Comedy, Romance",7.9,74855,"English, French",United States,"After a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself.",112 min
510,537,Singin' in the Rain,1952,G,"Comedy, Musical, Romance",8.3,265076,English,United States,A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood.,103 min
511,539,Funny Face,1957,Approved,"Comedy, Musical, Romance",7,33459,"English, French",United States,An impromptu fashion shoot at a book store brings about a new fashion model discovery in the shop clerk.,103 min
512,540,Breakfast at Tiffany's,1961,Approved,"Comedy, Drama, Romance",7.6,194801,"English, Portuguese, French, Japanese",United States,"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",115 min
513,541,Vertigo,1958,PG,"Mystery, Romance, Thriller",8.3,432364,English,United States,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.",128 min
514,542,Rear Window,1954,PG,"Mystery, Thriller",8.5,531035,English,United States,A bored photographer recovering from a broken leg passes the time by watching his neighbors and begins to suspect one of them of murder.,112 min
515,543,It Happened One Night,1934,Approved,"Comedy, Romance",8.1,114086,English,United States,A rogue reporter trailing a runaway heiress for a big story joins her on a bus heading from Florida to New York and they end up stuck with each other when the bus leaves them behind at one of the stops along the way.,105 min
516,544,Gaslight,1944,Approved,"Crime, Drama, Mystery",7.8,34797,"English, Italian",United States,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife...",114 min
517,545,North by Northwest,1959,Approved,"Action, Adventure, Mystery",8.3,351041,"English, French",United States,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.",136 min
518,546,The Apartment,1960,Approved,"Comedy, Drama, Romance",8.3,200567,English,United States,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters.",125 min
519,547,Some Like It Hot,1959,Approved,"Comedy, Music, Romance",8.2,287477,English,United States,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",121 min
520,548,Charade,1963,Approved,"Comedy, Mystery, Romance",7.8,87347,"English, French, German, Italian, Spanish",United States,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,113 min
521,549,Casablanca,1942,PG,"Drama, Romance, War",8.5,613623,"English, French, German, Italian, Russian",United States,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,102 min
522,550,The Maltese Falcon,1941,Approved,"Crime, Film-Noir, Mystery",7.9,168258,English,United States,"San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar and their quest for a priceless statuette, with the stakes rising after his partner is murdered.",100 min
523,551,My Fair Lady,1964,G,"Drama, Family, Musical",7.7,103004,English,United States,"In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make a crude flower girl, Eliza Doolittle, presentable in high society.",170 min
524,553,Roman Holiday,1953,Approved,"Comedy, Drama, Romance",8,149633,"English, Italian, German",United States,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,118 min
525,554,Meet Me in St. Louis,1944,Approved,"Comedy, Drama, Family",7.5,27817,English,United States,Young love and childish fears highlight a year in the life of a turn-of-the-century family.,113 min
526,555,The Wizard of Oz,1939,G,"Adventure, Family, Fantasy",8.1,433828,English,United States,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others...",102 min
527,556,Gone with the Wind,1939,G,"Drama, Romance, War",8.2,337572,English,United States,A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,238 min
528,557,My Favorite Year,1982,PG,"Comedy, Drama",7.3,10637,English,United States,"An aging, dissolute matinee idol is slated to appear on a live TV variety show in 1954, and a young comedy writer is tasked with the thankless job of keeping him ready and sober for the broadcast.",92 min
529,559,Citizen Kane,1941,PG,"Drama, Mystery",8.3,470097,"English, Italian",United States,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'",119 min
530,560,2001: A Space Odyssey,1968,G,"Adventure, Sci-Fi",8.3,730551,"English, Russian, French","United Kingdom, United States","After uncovering a mysterious artifact buried beneath the Lunar surface, a spacecraft is sent to Jupiter to find its origins: a spacecraft manned by two men and the supercomputer HAL 9000.",149 min
531,561,All About Eve,1950,Approved,Drama,8.2,140704,"English, French",United States,Seemingly timid but secretly ruthless ingenue Eve Harrington insinuates herself into the lives of aging Broadway star Margo Channing and her circle of theater friends in this Oscar-winning story.,138 min
532,562,The Women,1939,Approved,"Comedy, Drama",7.7,15177,"English, French",United States,A study of the lives and romantic entanglements of various interconnected women.,133 min
533,563,Rebecca,1940,Approved,"Drama, Mystery, Romance",8.1,148389,"English, French",United States,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,130 min
534,564,Notorious,1946,Approved,"Drama, Film-Noir, Romance",7.9,108880,"English, Portuguese, French",United States,The daughter of a convicted German spy is asked by American agents to gather information on a ring of German scientists in South America. How far will she have to go to ingratiate herself with them?,102 min
535,2961,Spellbound,2002,G,"Documentary, Comedy, Thriller",7.6,12478,"English, Spanish",United States,Spellbound follows eight teenagers on their quest to win the 1999 National Spelling Bee.,97 min
536,567,To Catch a Thief,1955,PG,"Mystery, Romance, Thriller",7.4,81398,"English, French",United States,A retired jewel thief sets out to prove his innocence after being suspected of returning to his former occupation.,106 min
537,3109,Father of the Bride,1991,PG,"Comedy, Family, Romance",6.6,85445,English,United States,"With his oldest daughter's wedding approaching, a father finds himself reluctant to let go.",105 min
538,569,The Band Wagon,1953,Approved,"Comedy, Musical, Romance",7.4,12769,"English, French, German",United States,"An aging movie star uncertain of his future teams up with a top ballerina to headline a new Broadway musical, but the pretentiously artistic goals of its director threaten to change it beyond recognition.",112 min
539,570,Ninotchka,1939,Approved,"Comedy, Romance",7.8,23301,"English, Russian, French",United States,A stern Soviet woman sent to Paris to supervise the sale of jewels seized from Russian nobles finds herself attracted to a man who represents everything she is supposed to detest.,110 min
540,571,Gigi,1958,G,"Comedy, Musical, Romance",6.6,24795,"English, French",United States,"Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long.",115 min
541,572,The Adventures of Robin Hood,1938,PG,"Action, Adventure, Romance",7.9,54943,English,United States,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",102 min
542,573,Laura,1944,Approved,"Drama, Film-Noir, Mystery",7.9,52229,English,United States,A police detective falls in love with the woman whose murder he is investigating.,88 min
543,575,Lost Horizon,1937,Approved,"Adventure, Drama, Fantasy",7.6,14606,"English, Mandarin",United States,"When a revered diplomat's plane is diverted and crashes in the peaks of Tibet, he and the other survivors are guided to an isolated monastery at Shangri-La, where they wrestle with the invitation to stay.",132 min
544,576,Top Hat,1935,Approved,"Comedy, Musical, Romance",7.7,20927,"English, Italian",United States,"An American dancer comes to Britain and falls for a model whom he initially annoyed, but she mistakes him for his goofy producer.",101 min
545,577,To Be or Not to Be,1942,Approved,"Comedy, Romance, War",8.1,44271,"English, German, French",United States,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",99 min
546,1819,My Man Godfrey,1957,Approved,"Comedy, Mystery, Romance",6.2,1128,English,United States,"The spoiled daughter of a rich American family hires as butler an Austrian vagrant she finds on a pier, without knowing that he illegally jumped ship.",92 min
547,579,Giant,1956,G,"Drama, Western",7.6,42766,"English, Spanish",United States,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,201 min
548,580,East of Eden,1955,PG,Drama,7.8,49222,English,United States,"Two brothers in 1910s California struggle to maintain their strict, Bible-toting father's favor as an old secret about their long-absent mother comes to light.",118 min
549,581,The Thin Man,1934,TV-PG,"Comedy, Crime, Mystery",7.9,32866,English,United States,"Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",91 min
550,582,His Girl Friday,1940,Approved,"Comedy, Drama, Romance",7.8,63922,"English, French",United States,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,92 min
551,583,Around the World in 80 Days,1956,G,"Adventure, Comedy, Family",6.7,30151,"English, Spanish, French, Cantonese",United States,A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.,175 min
552,584,It's a Wonderful Life,1946,PG,"Drama, Family, Fantasy",8.6,505351,"English, French",United States,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,130 min
553,586,Bringing Up Baby,1938,Approved,Comedy,7.8,66896,English,United States,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",102 min
554,587,The 39 Steps,1935,Approved,"Crime, Mystery, Thriller",7.6,62280,English,United Kingdom,"A man in London tries to help a counter-espionage agent, but when the agent is killed and the man stands accused, he must go on the run to save himself and stop a spy ring that is trying to steal top-secret information.",86 min
555,3317,Night of the Living Dead,1990,R,Horror,6.8,46035,English,United States,"When the unburied dead return to life and seek human victims, seven refugees shelter in a house in the Pennsylvanian countryside.",92 min
556,589,The African Queen,1951,PG,"Adventure, Drama, Romance",7.7,85150,"English, German, Swahili","United Kingdom, United States","In WWI East Africa, a gin-swilling Canadian riverboat captain is persuaded by a strait-laced English missionary to undertake a trip up a treacherous river and use his boat to attack a German gunship.",105 min
557,590,Cat on a Hot Tin Roof,1958,Approved,Drama,7.9,54233,English,United States,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,108 min
558,591,Meet John Doe,1941,Approved,"Comedy, Drama, Romance",7.6,15029,English,United States,"A penniless drifter is recruited by an ambitious columnist to impersonate a non-existent person who said he'd be committing suicide as a protest, and a social movement begins.",122 min
559,592,Fly Away Home,1996,PG,"Adventure, Drama, Family",6.9,27411,English,United States,"Amy moves to Ontario to live with her father after the death of her mother. Her father, an aviation expert, helps Amy lead a flock of orphaned geese south for the winters.",107 min
560,593,Maximum Risk,1996,R,"Action, Crime, Thriller",5.5,24189,English,United States,"While seeking answers to the death of the twin brother he never knew he had, a French cop and his sibling's fiancee find themselves pursued by corrupt FBI agents and the Russian mafia.",101 min
561,594,Michael Collins,1996,R,"Biography, Drama, History",7.1,34183,English,"Ireland, United Kingdom, United States","Neil Jordan's historical biopic of Irish revolutionary Michael Collins, the man who led a guerrilla war against the UK, helped negotiate the creation of the Irish Free State, and led the National Army during the Irish Civil War.",133 min
562,595,Big Night,1996,R,"Drama, Romance",7.3,23223,"English, Italian",United States,"New Jersey, 1950s. Two brothers run an Italian restaurant. Business is not going well as a rival Italian restaurant is out-competing them. In a final effort to save the restaurant, the brothers plan to put on an evening of incredi...",109 min
563,596,Last Man Standing,1996,R,"Action, Crime, Drama",6.4,61566,"English, Spanish",United States,A drifting gunslinger-for-hire finds himself in the middle of an ongoing war between the Irish and Italian mafia in a Prohibition era ghost town.,101 min
564,597,Set It Off,1996,R,"Action, Crime, Drama",6.9,18617,English,United States,"Desperation drives four inner-city women to bank robbery in Los Angeles, then they start mistrusting each other.",123 min
565,598,2 Days in the Valley,1996,R,"Comedy, Crime, Thriller",6.5,21985,"English, Vietnamese",United States,48 hours of intersecting lives and crimes in Los Angeles.,104 min
566,599,Extreme Measures,1996,R,"Crime, Drama, Mystery",6.2,20908,English,"United Kingdom, United States, Canada",A young doctor confronts a famous colleague when he learns about the true methods of his work.,118 min
567,600,The Glimmer Man,1996,R,"Action, Comedy, Crime",5.4,21518,"English, Chinese, Russian",United States,"Two cops are forced to work together to solve a chain of mysterious killings by a killer nicknamed ""The Family Man"".",91 min
568,601,D3: The Mighty Ducks,1996,PG,"Action, Comedy, Drama",5.5,28941,English,United States,"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.",104 min
569,602,The Chamber,1996,R,"Crime, Drama, Thriller",6,16240,English,United States,A young man fresh out of law school tries to win a reprieve for his racist grandfather who is on death row.,113 min
570,603,The Apple Dumpling Gang,1975,G,"Comedy, Family, Western",6.4,6672,English,United States,Three orphan children strike gold in 1878 California.,100 min
571,604,Escape to Witch Mountain,1975,G,"Adventure, Family, Fantasy",6.3,11582,English,United States,Two mysterious orphan children have extraordinary powers and are chased by a scheming millionaire. But where do these kids really call home?,97 min
572,605,The Love Bug,1969,G,"Comedy, Family, Sport",6.5,17838,"English, Cantonese, Spanish",United States,"Down-on-his-luck race car driver Jim Douglas teams up with a little VW Bug that has a mind of it's own, not realizing Herbie's worth until a sneaky rival plots to steal him.",108 min
573,606,Herbie Rides Again,1974,G,"Comedy, Family, Fantasy",5.7,8957,English,United States,The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer.,88 min
574,607,Old Yeller,1957,Approved,"Adventure, Drama, Family",7.2,15471,English,United States,"A teenage boy grows to love a stray yellow dog while helping his mother and younger brother run their Texas homestead while their father is away on a cattle drive. First thought to be good-for-nothing mutt, Old Yeller is soon belo...",83 min
575,1208,The Parent Trap,1998,PG,"Adventure, Comedy, Drama",6.6,158618,"English, French","United States, United Kingdom","Identical twins Annie and Hallie, separated at birth and each raised by one of their biological parents, discover each other for the first time at summer camp and make a plan to bring their wayward parents back together.",128 min
576,609,Pollyanna,1960,G,"Comedy, Drama, Family",7.4,11592,English,United States,A young girl comes to an embittered town and confronts its attitude with her determination to see the best in life.,134 min
577,610,Homeward Bound: The Incredible Journey,1993,G,"Adventure, Comedy, Drama",6.9,52071,English,United States,"A fun-loving American bulldog pup, a hilarious Himalayan cat, and a wise old golden retriever embark on a long trek through the rugged wilderness of the Sierra Nevada mountains in a quest to reach home and their beloved owners.",84 min
578,3726,The Shaggy Dog,2006,PG,"Comedy, Family, Fantasy",4.4,20344,English,United States,A man tries to live a normal life despite the fact that he sometimes turns into a sheepdog.,98 min
579,612,Swiss Family Robinson,1960,Approved,"Adventure, Family",7.1,18425,"English, Malay",United States,A Swiss family must survive being shipwrecked on a deserted island.,126 min
580,613,That Darn Cat!,1965,G,"Comedy, Crime, Family",6.7,8112,"English, French",United States,"After a kidnapped bank teller uses a neighbor's wandering cat to send an S.O.S., the F.B.I. assigns a cat-allergic Agent to the case.",116 min
581,614,"20,000 Leagues Under the Sea",1954,G,"Adventure, Drama, Family",7.2,37717,English,United States,"A ship sent to investigate a wave of mysterious sinkings encounters the advanced submarine, the Nautilus, commanded by Captain Nemo.",127 min
582,615,Cool Runnings,1993,PG,"Adventure, Comedy, Family",7,115300,"English, German, Russian",United States,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",98 min
583,616,Angels in the Outfield,1994,PG,"Comedy, Drama, Family",6.2,35303,English,United States,"When a boy prays for a chance to have a family if the California Angels win the pennant, angels are assigned to make that possible.",102 min
584,4094,Cinderella,1997,G,"Family, Fantasy, Musical",6.7,9756,English,United States,"Although mistreated by her cruel stepmother and stepsisters, Cinderella is able to attend the royal ball through the help of a fairy godmother.",88 min
585,618,Winnie the Pooh and the Blustery Day,1968,G,"Animation, Short, Comedy",7.9,5517,English,United States,"Winnie the Pooh and his friends experience high winds, heavy rains, and a flood in Hundred Acre Wood.",25 min
586,620,The Sword in the Stone,1963,G,"Animation, Adventure, Comedy",7.1,107886,English,United States,"A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history.",79 min
587,621,Robin Hood: Prince of Thieves,1991,PG-13,"Action, Adventure, Drama",6.9,211466,"English, Arabic",United States,Robin Hood decides to fight back as an outlaw when faced with the tyranny of the Sheriff of Nottingham.,143 min
588,622,Mary Poppins,1964,G,"Comedy, Family, Fantasy",7.8,188595,English,United States,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",139 min
589,623,Dumbo,1941,G,"Animation, Adventure, Drama",7.2,143848,English,United States,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",64 min
590,624,Pete's Dragon,1977,G,"Animation, Adventure, Comedy",6.3,26813,English,United States,An orphan boy and his magical dragon come to town with his abusive adoptive parents in pursuit.,128 min
591,625,Bedknobs and Broomsticks,1971,G,"Animation, Adventure, Comedy",7,41113,"English, German",United States,"An apprentice witch, three kids, and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II.",117 min
592,4330,Alice in Wonderland,1933,Approved,"Adventure, Family, Fantasy",6.3,2665,English,United States,In Victorian England a bored young girl dreams that she has entered a fantasy world called Wonderland populated by even more fantastic characters.,76 min
593,627,The Fox and the Hound,1981,G,"Animation, Adventure, Drama",7.2,103222,English,United States,"A fox named Tod and a hound named Copper vow to be best friends forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test.",83 min
594,628,Freeway,1996,R,"Crime, Drama, Thriller",6.8,32239,"English, Spanish","United States, France","A twisted take on ""Little Red Riding Hood"", with a teenage juvenile delinquent on the run from a social worker travelling to her grandmother's house and being hounded by a charming, but sadistic, serial killer and pedophile.",104 min
595,629,The Sound of Music,1965,G,"Biography, Drama, Family",8.1,264614,"English, German",United States,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,172 min
596,630,Die Hard,1988,R,"Action, Thriller",8.2,959343,"English, German, Italian, Japanese",United States,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,132 min
597,631,The Lawnmower Man,1992,R,"Horror, Sci-Fi",5.4,39748,English,"United Kingdom, Japan",A simple man is turned into a genius through the application of computer science.,108 min
598,632,Secrets & lies,1996,PG-13,"Comedy, Drama",8,48000,English,"United Kingdom, France","Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",136 min
599,633,That Thing You Do!,1996,PG,"Comedy, Drama, Music",7,74454,English,United States,"A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager.",108 min
600,634,To Gillian on Her 37th Birthday,1996,PG-13,"Drama, Fantasy, Romance",5.8,5061,English,United States,"David's wife died 2 years ago. He, his teen daughter Rachel, her cute friend and 2 in-laws trying to fix him up with a friend, are all spending the weekend at his beach house. David still ""talks to his wife"" and neglects Rachel.",93 min
601,635,Beautiful Thing,1996,R,"Comedy, Drama, Romance",7.6,26165,English,"United Kingdom, United States, Germany","Jamie is a shy teenager, often bullied at school. His neighbour Ste has a rough time at home, being beaten by his father and brother. This issues bring them together and they find that what they feel for each other is more than fr...",90 min
602,636,The Long Kiss Goodnight,1996,R,"Action, Crime, Drama",6.8,86514,"English, Spanish",United States,"Samantha Caine lives in a small town with her daughter. Eight years ago she emerged, two months pregnant, from a nearby river with no memory of her past or who she is. However, she's getting closer to finding out about her past.",121 min
603,637,The Ghost and the Darkness,1996,R,"Adventure, Drama, Thriller",6.8,66749,"English, Hindi","United States, Germany",A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,110 min
604,638,Looking for Richard,1996,PG-13,"Documentary, Drama",7.3,8613,English,United States,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",111 min
605,639,Trees Lounge,1996,R,"Comedy, Drama",7.1,17828,English,United States,"Tommy is an unemployed mechanic who spends most of his time in a bar (Trees Lounge) in a small blue collar town. He seems to always be thinking, ""If only X then I could stop drinking"".",95 min
606,640,Jude,1996,R,"Drama, Romance",6.9,11176,"English, Latin",United Kingdom,"In late 1800s England, Jude plans to go to the city and attend university but marries early and becomes a stonemason. When his wife leaves, he moves to the city, where he befriends his liberal cousin Sue.",123 min
607,641,Everyone Says I Love You,1996,R,"Comedy, Musical, Romance",6.7,39801,"English, French, Italian, Hindi",United States,A New York girl sets her father up with a beautiful woman in a troubled marriage while her stepsister gets engaged.,101 min
